college_id,college_name,state,college_type,final_score,category,overall_rank,state_rank,nirf_like_score,naac_like_grade,nba_like_score,confidence_score,remarks,suggestions
C0038,Andhra Degree College 38,Andhra Pradesh,Degree,61.11188689414087,6,67,9,55.62725696460533,B++,55.11023952163451,83.05306165080972,Average college; clear room for improvement.,"Improve teaching interaction, practical sessions, and doubt-solving speed. | Strengthen safety, hostel quality, mentoring, and grievance response. | Add more projects, research activity, and interdisciplinary learning. | Raise internship support, placement quality, and alumni engagement. | Upgrade labs, internet, library, classrooms, and greenery. | Increase verified student responses and audit the survey process. | Add human values, constitution, and environment-based activities. | To challenge rank 1 in Andhra Pradesh, close a score gap of about 24.3 points."
C0019,Telangana Engineering College 19,Telangana,Engineering,59.068230489777655,6,68,13,53.472074721418345,B+,54.17864414907452,80.63413095200346,Average college; clear room for improvement.,"Improve teaching interaction, practical sessions, and doubt-solving speed. | Strengthen safety, hostel quality, mentoring, and grievance response. | Add more projects, research activity, and interdisciplinary learning. | Raise internship support, placement quality, and alumni engagement. | Upgrade labs, internet, library, classrooms, and greenery. | Increase verified student responses and audit the survey process. | Add human values, constitution, and environment-based activities. | To challenge rank 1 in Telangana, close a score gap of about 33.9 points."
C0020,Andhra Degree College 20,Andhra Pradesh,Degree,60.48198873289517,5,69,10,53.9152371254699,B++,54.41280787368886,82.063776009749,Average college; clear room for improvement. Green and student-friendly campus.,"Improve teaching interaction, practical sessions, and doubt-solving speed. | Add more projects, research activity, and interdisciplinary learning. | Raise internship support, placement quality, and alumni engagement. | Upgrade labs, internet, library, classrooms, and greenery. | Increase verified student responses and audit the survey process. | Add human values, constitution, and environment-based activities. | To challenge rank 1 in Andhra Pradesh, close a score gap of about 25.0 points."
C0012,Maharashtra Management College 12,Maharashtra,Management,58.14183245257016,5,70,12,53.556308234233605,B+,51.494172073192146,79.3369251513528,Average college; clear room for improvement.,"Improve teaching interaction, practical sessions, and doubt-solving speed. | Strengthen safety, hostel quality, mentoring, and grievance response. | Add more projects, research activity, and interdisciplinary learning. | Raise internship support, placement quality, and alumni engagement. | Upgrade labs, internet, library, classrooms, and greenery. | Increase verified student responses and audit the survey process. | Add human values, constitution, and environment-based activities. | To challenge rank 1 in Maharashtra, close a score gap of about 31.5 points."
C0055,Telangana Engineering College 55,Telangana,Engineering,56.202484399016775,5,71,14,48.56646607007786,B+,49.65985590109702,77.74291086678693,Average college; clear room for improvement. Green and student-friendly campus.,"Improve teaching interaction, practical sessions, and doubt-solving speed. | Add more projects, research activity, and interdisciplinary learning. | Raise internship support, placement quality, and alumni engagement. | Upgrade labs, internet, library, classrooms, and greenery. | Increase verified student responses and audit the survey process. | Add human values, constitution, and environment-based activities. | To challenge rank 1 in Telangana, close a score gap of about 36.7 points."
C0028,Tamil University College 28,Tamil Nadu,University,52.81913443869352,5,72,10,45.27138728000006,B+,48.137189561171276,75.41740620383337,Weak score; major improvements needed. Green and student-friendly campus.,"Improve teaching interaction, practical sessions, and doubt-solving speed. | Strengthen safety, hostel quality, mentoring, and grievance response. | Add more projects, research activity, and interdisciplinary learning. | Raise internship support, placement quality, and alumni engagement. | Upgrade labs, internet, library, classrooms, and greenery. | Increase verified student responses and audit the survey process. | Add human values, constitution, and environment-based activities. | To challenge rank 1 in Tamil Nadu, close a score gap of about 35.6 points."
C0056,Andhra Degree College 56,Andhra Pradesh,Degree,54.65413159004008,5,73,11,46.070800120638104,B+,49.0017533232897,77.47324304365716,Weak score; major improvements needed.,"Improve teaching interaction, practical sessions, and doubt-solving speed. | Strengthen safety, hostel quality, mentoring, and grievance response. | Add more projects, research activity, and interdisciplinary learning. | Raise internship support, placement quality, and alumni engagement. | Upgrade labs, internet, library, classrooms, and greenery. | Increase verified student responses and audit the survey process. | Add human values, constitution, and environment-based activities. | To challenge rank 1 in Andhra Pradesh, close a score gap of about 30.8 points."
C0029,Kerala Arts College 29,Kerala,Arts,53.291100744579836,5,74,12,47.44607863947944,B+,46.622622342853056,76.68757948200555,Weak score; major improvements needed.,"Improve teaching interaction, practical sessions, and doubt-solving speed. | Strengthen safety, hostel quality, mentoring, and grievance response. | Add more projects, research activity, and interdisciplinary learning. | Raise internship support, placement quality, and alumni engagement. | Upgrade labs, internet, library, classrooms, and greenery. | Increase verified student responses and audit the survey process. | Add human values, constitution, and environment-based activities. | To challenge rank 1 in Kerala, close a score gap of about 33.7 points."
C0010,Tamil University College 10,Tamil Nadu,University,53.04194828745789,5,75,11,47.48807316133928,B+,45.813660859914194,77.09851875842055,Weak score; major improvements needed.,"Improve teaching interaction, practical sessions, and doubt-solving speed. | Strengthen safety, hostel quality, mentoring, and grievance response. | Add more projects, research activity, and interdisciplinary learning. | Raise internship support, placement quality, and alumni engagement. | Upgrade labs, internet, library, classrooms, and greenery. | Increase verified student responses and audit the survey process. | Add human values, constitution, and environment-based activities. | To challenge rank 1 in Tamil Nadu, close a score gap of about 35.4 points."
C0001,Telangana Engineering College 01,Telangana,Engineering,51.32397371083154,5,76,15,46.264441528952794,B+,46.41306844632135,74.5851274630198,Weak score; major improvements needed.,"Improve teaching interaction, practical sessions, and doubt-solving speed. | Strengthen safety, hostel quality, mentoring, and grievance response. | Add more projects, research activity, and interdisciplinary learning. | Raise internship support, placement quality, and alumni engagement. | Upgrade labs, internet, library, classrooms, and greenery. | Increase verified student responses and audit the survey process. | Add human values, constitution, and environment-based activities. | To challenge rank 1 in Telangana, close a score gap of about 41.6 points."
C0002,Andhra Degree College 02,Andhra Pradesh,Degree,50.93092721247344,5,77,12,45.41868241982132,B+,46.163551571063664,76.06165862363771,Weak score; major improvements needed.,"Improve teaching interaction, practical sessions, and doubt-solving speed. | Strengthen safety, hostel quality, mentoring, and grievance response. | Add more projects, research activity, and interdisciplinary learning. | Raise internship support, placement quality, and alumni engagement. | Upgrade labs, internet, library, classrooms, and greenery. | Increase verified student responses and audit the survey process. | Add human values, constitution, and environment-based activities. | To challenge rank 1 in Andhra Pradesh, close a score gap of about 34.5 points."
C0064,Tamil University College 64,Tamil Nadu,University,48.657143431770606,5,78,12,41.91606521402525,B,43.50216008247439,74.80830201354155,Weak score; major improvements needed.,"Improve teaching interaction, practical sessions, and doubt-solving speed. | Strengthen safety, hostel quality, mentoring, and grievance response. | Add more projects, research activity, and interdisciplinary learning. | Raise internship support, placement quality, and alumni engagement. | Upgrade labs, internet, library, classrooms, and greenery. | Increase verified student responses and audit the survey process. | Add human values, constitution, and environment-based activities. | To challenge rank 1 in Tamil Nadu, close a score gap of about 39.8 points."
